,HCPC,SEQNUM,RECID,LONG DESCRIPTION,SHORT DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD DT,ACT EFF DT,TERM DT,ACTION CD
3062,G2153,10,3,In hospice or using hospice services during the measurement period,Hosp dur meas pd,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3063,G2154,10,3,Patient received at least one td vaccine or one tdap vaccine between nine years prior to the start of the measurement period and the end of the measurement period,Td 9 yrs start end meas,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3064,G2155,10,3,"Patient had history of at least one of the following contraindications any time during or before the measurement period: anaphylaxis due to tdap vaccine, anaphylaxis due to td vaccine or its components; encephalopathy due to tdap or td vaccination (post tetanus vaccination encephalitis, post diphtheria vaccination encephalitis or post pertussis vaccination encephalitis.)",Hist contraindications,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3065,G2156,10,3,"Patient did not receive at least one td vaccine or one tdap vaccine between nine years prior to the start of the measurement period and the end of the measurement period; or have history of at least one of the following contraindications any time during or before the measurement period: anaphylaxis due to tdap vaccine, anaphylaxis due to td vaccine or its components; encephalopathy due to tdap or td vaccination (post tetanus vaccination encephalitis, post diphtheria vaccination encephalitis or post pertussis vaccination encephalitis.)",No prior td or hx contra,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3066,G2157,10,3,"Patients received both the 13-valent pneumococcal conjugate vaccine and the 23-valent pneumococcal polysaccharide vaccine at least 12 months apart, with the first occurrence after the age of 60 before or during the measurement period",Pneum vacc 12 mo 60+,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3067,G2158,10,3,Patient had prior pneumococcal vaccine adverse reaction any time during or before the measurement period,Pneum vacc adv rx,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3068,G2159,10,3,"Patient did not receive both the 13-valent pneumococcal conjugate vaccine and the 23-valent pneumococcal polysaccharide vaccine at least 12 months apart, with the first occurrence after the age of 60 before or during measurement period; or have prior pneumococcal vaccine adverse reaction any time during or before the measurement period",No pneum vacc 12 mo 60+,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3069,G2160,10,3,Patient received at least one dose of the herpes zoster live vaccine or two doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytime on or after the patient's 50th birthday before or during the measurement period,Herpzos 50+,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3070,G2161,10,3,Patient had prior adverse reaction caused by zoster vaccine or its components any time during or before the measurement period,Adv rx zos,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3071,G2162,10,3,Patient did not receive at least one dose of the herpes zoster live vaccine or two doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytime on or after the patient's 50th birthday before or during the measurement period; or have prior adverse reaction caused by zoster vaccine or its components any time during or before the measurement period,No herpzos 50+,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3072,G2163,10,3,Patient received an influenza vaccine on or between july 1 of the year prior to the measurement period and june 30 of the measurement period,Infl vacc 07/01 to 06/30,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3073,G2164,10,3,Patient had a prior influenza virus vaccine adverse reaction any time before or during the measurement period,Adv rx infl vacc,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3074,G2165,10,3,Patient did not receive an influenza vaccine on or between july 1 of the year prior to the measurement period and june 30 of the measurement period; or did not have a prior influenza virus vaccine adverse reaction any time before or during the measurement period,No infl vacc 07/01 to 06/30,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3075,G2166,10,3,"Patient refused to participate at admission and/or discharge; patient unable to complete the neck fs prom at admission or discharge due to cognitive deficit, visual deficit, motor deficit, language barrier, or low reading level, and a suitable proxy/recorder is not available; patient self-discharged early; medical reason",No pt adm dx no neck fs prom,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20210101.0,20201231.0,N
3076,G2167,10,3,Residual score for the neck impairment successfully calculated and the score was less than zero (< 0),Res change sc < 0,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20200101,20230101.0,,N
3077,G2168,10,3,"Services performed by a physical therapist assistant in the home health setting in the delivery of a safe and effective physical therapy maintenance program, each 15 minutes",Svs by pt in home health,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Y1,1,,,,,0.0,20200101,20200101.0,,N
3078,G2169,10,3,"Services performed by an occupational therapist assistant in the home health setting in the delivery of a safe and effective occupational therapy maintenance program, each 15 minutes",Svs by ot in home health,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Y1,1,,,,,0.0,20200101,20200101.0,,N
3079,G2170,10,3,"Percutaneous arteriovenous fistula creation (avf), direct, any site, by tissue approximation using thermal resistance energy, and secondary procedures to redirect blood flow (e.g., transluminal balloon angioplasty, coil embolization) when performed, and includes all imaging and radiologic guidance, supervision and interpretation, when performed",Avf by tissue w thermal e,13.0,,,,A,,,,,,,,,,,,,,,,36836,,,,,C,,,,,,,P1G,2,,,,,0.0,20200701,20230101.0,20221231.0,N
3080,G2171,10,3,"Percutaneous arteriovenous fistula creation (avf), direct, any site, using magnetic-guided arterial and venous catheters and radiofrequency energy, including flow-directing procedures (e.g., vascular coil embolization with radiologic supervision and interpretation, wen performed) and fistulogram(s), angiography, enography, and/or ultrasound, with radiologic supervision and interpretation, when performed",Avf use magnetic/art/ven,13.0,,,,A,,,,,,,,,,,,,,,,36837,,,,,C,,,,,,,P1G,2,,,,,0.0,20200701,20230101.0,20221231.0,N
3081,G2172,10,3,All inclusive payment for services related to highly coordinated and integrated opioid use disorder (oud) treatment services furnished for the demonstration project,Tx for opioid use demo proj,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210401,20210401.0,,N
3082,G2173,10,3,"Uri episodes where the patient had a comorbid condition during the 12 months prior to or on the episode date (e.g., tuberculosis, neutropenia, cystic fibrosis, chronic bronchitis, pulmonary edema, respiratory failure, rheumatoid lung disease)",Uri w comorb 12m oth dx,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20220101.0,,N
3083,G2174,10,3,Uri episodes where the patient is taking antibiotics (table 1) in the 30 days prior to the episode date,Uri new rx antibiotic 30d,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20240101.0,,N
3084,G2175,10,3,"Episodes where the patient had a comorbid condition during the 12 months prior to or on the episode date (e.g., tuberculosis, neutropenia, cystic fibrosis, chronic bronchitis, pulmonary edema, respiratory failure, rheumatoid lung disease)",Pt comorb dx 12m of epi,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20220101.0,,N
3085,G2176,10,3,"Outpatient, ed, or observation visits that result in an inpatient admission",Outpt ed obs w inpt admit,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3086,G2177,10,3,Acute bronchitis/bronchiolitis episodes when the patient had a new or refill prescription of antibiotics (table 1) in the 30 days prior to the episode date,Bronch w rx antibx 30d,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20220101.0,,N
3087,G2178,10,3,"Clinician documented that patient was not an eligible candidate for lower extremity neurological exam measure, for example patient bilateral amputee; patient has condition that would not allow them to accurately respond to a neurological exam (dementia, alzheimer's, etc.); patient has previously documented diabetic peripheral neuropathy with loss of protective sensation",Pt not elig low neuro ex,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3088,G2179,10,3,Clinician documented that patient had medical reason for not performing lower extremity neurological exam,Med doc rsn no low ex,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3089,G2180,10,3,Clinician documented that patient was not an eligible candidate for evaluation of footwear as patient is bilateral lower extremity amputee,Inelig footwr eval,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3090,G2181,10,3,Bmi not documented due to medical reason or patient refusal of height or weight measurement,Bmi not doc medrsn ptref,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3091,G2182,10,3,Patient receiving first-time biologic and/or immune response modifier therapy,Pt 1st biolog antirheum,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,,N
3092,G2183,10,3,Documentation patient unable to communicate and informant not available,Doc pt unable comm,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3093,G2184,10,3,Patient does not have a caregiver,No caregiver,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3094,G2185,10,3,Documentation caregiver is trained and certified in dementia care,Caregiver dem trained,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3095,G2186,10,3,Patient /caregiver dyad has been referred to appropriate resources and connection to those resources is confirmed,Pt ref app rsrcs,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3096,G2187,10,3,Patients with clinical indications for imaging of the head: head trauma,Clin ind img hd trauma,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3097,G2188,10,3,Patients with clinical indications for imaging of the head: new or change in headache above 50 years of age,Pt 50 yrs w/clin ind hd,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3098,G2189,10,3,Patients with clinical indications for imaging of the head: abnormal neurologic exam,Img hd abnml neuro exam,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3099,G2190,10,3,Patients with clinical indications for imaging of the head: headache radiating to the neck,Ind img hd rad neck,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3100,G2191,10,3,Patients with clinical indications for imaging of the head: positional headaches,Ind img hd pos hd ache,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3101,G2192,10,3,Patients with clinical indications for imaging of the head: temporal headaches in patients over 55 years of age,>55 yrs temp hd ache,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3102,G2193,10,3,Patients with clinical indications for imaging of the head: new onset headache in pre-school children or younger (<6 years of age),<6yr new onset hd ache,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3103,G2194,10,3,Patients with clinical indications for imaging of the head: new onset headache in pediatric patients with disabilities for which headache is a concern as inferred from behavior,New hdache ped pt dis,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3104,G2195,10,3,Patients with clinical indications for imaging of the head: occipital headache in children,Occip hdache child,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3105,G2196,10,3,Patient identified as an unhealthy alcohol user when screened for unhealthy alcohol use using a systematic screening method,Screen unhlthy etoh use,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3106,G2197,10,3,Patient screened for unhealthy alcohol use using a systematic screening method and not identified as an unhealthy alcohol user,Screen hlthy etoh use,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3107,G2198,10,3,"Documentation of medical reason(s) for not screening for unhealthy alcohol use using a systematic screening method (e.g., limited life expectancy, other medical reasons)",Med rsn no unhlthy etoh,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,20221231.0,N
3108,G2199,10,3,Patient not screened for unhealthy alcohol use using a systematic screening method,Not scrn etoh no rsn,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,,N
3109,G2200,10,3,Patient identified as an unhealthy alcohol user received brief counseling,Unhlthy etoh rcvd couns,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3110,G2201,10,3,"Documentation of medical reason(s) for not providing brief counseling (e.g., limited life expectancy, other medical reasons)",Med rsn no brief couns,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,20221231.0,N
3111,G2202,10,3,Patient did not receive brief counseling if identified as an unhealthy alcohol user,No rsn no brief couns,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,,N
3112,G2203,10,3,"Documentation of medical reason(s) for not providing brief counseling if identified as an unhealthy alcohol user (e.g., limited life expectancy, other medical reasons)",Med rsn no etoh couns,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,20221231.0,N
3113,G2204,10,3,Patients between 45 and 85 years of age who received a screening colonoscopy during the performance period,Pt 45-85 w/ scope,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,,N
3114,G2205,10,3,Patients with pregnancy during adjuvant treatment course,Preg drng adjv trtmt,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3115,G2206,10,3,Patient received adjuvant treatment course including both chemotherapy and her2-targeted therapy,Adjv trtmt chemo her2,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
3116,G2207,10,3,"Reason for not administering adjuvant treatment course including both chemotherapy and her2-targeted therapy (e.g. poor performance status (ecog 3-4; karnofsky <=50), cardiac contraindications, insufficient renal function, insufficient hepatic function, other active or secondary cancer diagnoses, other medical contraindications, patients who died during initial treatment course or transferred during or after initial treatment course)",Rsn no trtmt chem her2,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20230101.0,,N
3117,G2208,10,3,Patient did not receive adjuvant treatment course including both chemotherapy and her2-targeted therapy,No trtmt chemo and her2,0.0,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,0.0,20210101,20210101.0,,N
